,logfile,n_errors,errors,F-test,dtseries,csv,scan,parcellated,PID
6079,../log/hcp1st-2546846_312.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0637855_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0637855_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0637855
6080,../log/hcp1st-2546846_313.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0639455_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0639455_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0639455
6081,../log/hcp1st-2546846_314.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0641038_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0641038_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0641038
6082,../log/hcp1st-2546846_315.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0641341_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0641341_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0641341
6083,../log/hcp1st-2547047_144.out,1,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD2044333_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,1,tfMRI_CARIT_PA,parcellated,HCD2044333
6084,../log/hcp1st-2546846_316.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0641745_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0641745_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0641745
6085,../log/hcp1st-2546846_317.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0643345_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0643345_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0643345
6086,../log/hcp1st-2546846_318.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0643345_V2_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0643345_V2_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0643345
6087,../log/hcp1st-2546846_319.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0643345_V3_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0643345_V3_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0643345
6088,../log/hcp1st-2546846_320.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0644044_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0644044_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0644044
6089,../log/hcp1st-2546846_321.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0644852_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0644852_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0644852
6090,../log/hcp1st-2546846_322.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0657558_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0657558_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0657558
6091,../log/hcp1st-2546846_323.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0662955_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0662955_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0662955
6092,../log/hcp1st-2546846_324.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0664656_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0664656_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0664656
6093,../log/hcp1st-2546846_325.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0664656_V2_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0664656_V2_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0664656
6094,../log/hcp1st-2546846_326.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0664656_V3_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0664656_V3_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0664656
6095,../log/hcp1st-2546846_327.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0667763_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0667763_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0667763
6096,../log/hcp1st-2547047_145.out,1,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD2046539_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,1,tfMRI_CARIT_PA,parcellated,HCD2046539
6097,../log/hcp1st-2546846_328.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0671956_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0671956_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0671956
6098,../log/hcp1st-2547047_146.out,1,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD2053536_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,1,tfMRI_CARIT_PA,parcellated,HCD2053536
6099,../log/hcp1st-2546846_329.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0676764_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0676764_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0676764
6100,../log/hcp1st-2546846_330.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0678970_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0678970_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0678970
6101,../log/hcp1st-2546846_331.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0682557_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0682557_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0682557
6102,../log/hcp1st-2547047_147.out,1,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD2082341_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,1,tfMRI_CARIT_PA,parcellated,HCD2082341
6103,../log/hcp1st-2547047_148.out,1,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD2085751_V3_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,1,tfMRI_CARIT_PA,parcellated,HCD2085751
6104,../log/hcp1st-2546846_332.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0684460_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0684460_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0684460
6105,../log/hcp1st-2546846_333.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0684460_V2_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0684460_V2_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0684460
6106,../log/hcp1st-2546846_334.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0684460_V3_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0684460_V3_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0684460
6107,../log/hcp1st-2546846_335.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0686666_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0686666_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0686666
6108,../log/hcp1st-2546846_336.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0690758_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0690758_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0690758
6109,../log/hcp1st-2547047_149.out,1,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD2095754_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,1,tfMRI_CARIT_PA,parcellated,HCD2095754
6110,../log/hcp1st-2546846_337.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0690758_V2_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0690758_V2_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0690758
6111,../log/hcp1st-2547047_150.out,1,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD2103323_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,1,tfMRI_CARIT_PA,parcellated,HCD2103323
6112,../log/hcp1st-2546846_338.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0690758_V3_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0690758_V3_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0690758
6113,../log/hcp1st-2546846_339.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0692055_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0692055_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0692055
6114,../log/hcp1st-2546846_340.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0692964_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0692964_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0692964
6115,../log/hcp1st-2547047_151.out,1,"[""ls: cannot access '/ncf/hcp/data/intradb_multiprocfix//HCD2111625_V1_MR/tfMRI_CARIT_PA/LINKED_DATA/PSYCHOPY/CARIT_HCD2111625*_wide.csv': No such file or directory\n""]",0,0,1,,parcellated,HCD2111625
6116,../log/hcp1st-2547047_152.out,1,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD2122428_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,1,tfMRI_CARIT_PA,parcellated,HCD2122428
6117,../log/hcp1st-2546846_341.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0694564_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0694564_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0694564
6118,../log/hcp1st-2546846_342.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0697671_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0697671_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0697671
6119,../log/hcp1st-2546846_343.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0697671_V3_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0697671_V3_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0697671
6120,../log/hcp1st-2546846_344.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0697772_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0697772_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0697772
